event_id,session_id,user_id,property_id,event_type,event_timestamp,session_duration,referral_source,device_type,browser,operating_system
239003,239,470,65.0,Property View,2024-08-10 04:14:12,1339,Organic Search,Desktop,Safari,Android
239004,239,470,86.0,Inquiry Submission,2024-08-10 04:22:13,1885,Organic Search,Desktop,Safari,Android
239005,239,470,64.0,Inquiry Submission,2024-08-10 04:31:19,2317,Organic Search,Desktop,Safari,Android
239006,239,470,71.0,Property View,2024-08-10 04:38:31,2506,Organic Search,Desktop,Safari,Android
239007,239,470,55.0,Click,2024-08-10 04:41:40,3093,Organic Search,Desktop,Safari,Android
239008,239,470,,Page View,2024-08-10 04:51:27,3535,Organic Search,Desktop,Safari,Android
240000,240,200,,Page View,2024-08-07 15:13:09,481,Direct,Desktop,Safari,Windows
240001,240,200,,Page View,2024-08-07 15:21:10,770,Direct,Desktop,Safari,Windows
240002,240,200,48.0,Property View,2024-08-07 15:25:59,1277,Direct,Desktop,Safari,Windows
240003,240,200,,Page View,2024-08-07 15:34:26,1463,Direct,Desktop,Safari,Windows
240004,240,200,66.0,Inquiry Submission,2024-08-07 15:37:32,1932,Direct,Desktop,Safari,Windows
240005,240,200,28.0,Property View,2024-08-07 15:45:21,2454,Direct,Desktop,Safari,Windows
240006,240,200,77.0,Click,2024-08-07 15:54:03,2747,Direct,Desktop,Safari,Windows
240007,240,200,31.0,Inquiry Submission,2024-08-07 15:58:56,3123,Direct,Desktop,Safari,Windows
240008,240,200,,Page View,2024-08-07 16:05:12,3170,Direct,Desktop,Safari,Windows
241000,241,201,41.0,Click,2024-07-31 02:30:06,386,Social Media,Mobile,Firefox,Windows
241001,241,201,,Page View,2024-07-31 02:36:32,475,Social Media,Mobile,Firefox,Windows
241002,241,201,,Page View,2024-07-31 02:38:01,837,Social Media,Mobile,Firefox,Windows
241003,241,201,,Page View,2024-07-31 02:44:03,909,Social Media,Mobile,Firefox,Windows
241004,241,201,,Page View,2024-07-31 02:45:15,1054,Social Media,Mobile,Firefox,Windows
242000,242,350,80.0,Property View,2024-08-20 07:50:57,349,Social Media,Desktop,Edge,iOS
242001,242,350,5.0,Inquiry Submission,2024-08-20 07:56:46,494,Social Media,Desktop,Edge,iOS
242002,242,350,46.0,Property View,2024-08-20 07:59:11,631,Social Media,Desktop,Edge,iOS
242003,242,350,86.0,Property View,2024-08-20 08:01:28,1212,Social Media,Desktop,Edge,iOS
242004,242,350,70.0,Inquiry Submission,2024-08-20 08:11:09,1566,Social Media,Desktop,Edge,iOS
242005,242,350,88.0,Property View,2024-08-20 08:17:03,1966,Social Media,Desktop,Edge,iOS
243000,243,286,26.0,Property View,2024-07-27 17:29:31,324,Referral,Desktop,Edge,macOS
243001,243,286,,Page View,2024-07-27 17:34:55,381,Referral,Desktop,Edge,macOS
244000,244,75,,Page View,2024-07-24 08:36:21,40,Referral,Tablet,Edge,Android
244001,244,75,,Page View,2024-07-24 08:37:01,259,Referral,Tablet,Edge,Android
244002,244,75,,Page View,2024-07-24 08:40:40,834,Referral,Tablet,Edge,Android
244003,244,75,2.0,Click,2024-07-24 08:50:15,1359,Referral,Tablet,Edge,Android
245000,245,378,1.0,Inquiry Submission,2024-07-29 10:39:28,273,Referral,Tablet,Chrome,Android
245001,245,378,64.0,Click,2024-07-29 10:44:01,823,Referral,Tablet,Chrome,Android
245002,245,378,95.0,Property View,2024-07-29 10:53:11,966,Referral,Tablet,Chrome,Android
245003,245,378,48.0,Click,2024-07-29 10:55:34,1276,Referral,Tablet,Chrome,Android
245004,245,378,100.0,Property View,2024-07-29 11:00:44,1381,Referral,Tablet,Chrome,Android
245005,245,378,,Page View,2024-07-29 11:02:29,1483,Referral,Tablet,Chrome,Android
246000,246,6,,Page View,2024-08-03 10:55:24,282,Social Media,Tablet,Chrome,Android
246001,246,6,77.0,Inquiry Submission,2024-08-03 11:00:06,471,Social Media,Tablet,Chrome,Android
246002,246,6,,Page View,2024-08-03 11:03:15,502,Social Media,Tablet,Chrome,Android
246003,246,6,8.0,Inquiry Submission,2024-08-03 11:03:46,672,Social Media,Tablet,Chrome,Android
246004,246,6,29.0,Property View,2024-08-03 11:06:36,802,Social Media,Tablet,Chrome,Android
246005,246,6,65.0,Property View,2024-08-03 11:08:46,1311,Social Media,Tablet,Chrome,Android
246006,246,6,35.0,Click,2024-08-03 11:17:15,1886,Social Media,Tablet,Chrome,Android
246007,246,6,,Page View,2024-08-03 11:26:50,2346,Social Media,Tablet,Chrome,Android
246008,246,6,97.0,Inquiry Submission,2024-08-03 11:34:30,2696,Social Media,Tablet,Chrome,Android
246009,246,6,57.0,Property View,2024-08-03 11:40:20,3064,Social Media,Tablet,Chrome,Android
247000,247,455,23.0,Property View,2024-07-26 13:23:53,154,Referral,Mobile,Edge,macOS
247001,247,455,28.0,Inquiry Submission,2024-07-26 13:26:27,376,Referral,Mobile,Edge,macOS
247002,247,455,55.0,Inquiry Submission,2024-07-26 13:30:09,874,Referral,Mobile,Edge,macOS
247003,247,455,9.0,Inquiry Submission,2024-07-26 13:38:27,1311,Referral,Mobile,Edge,macOS
247004,247,455,13.0,Click,2024-07-26 13:45:44,1883,Referral,Mobile,Edge,macOS
248000,248,497,,Page View,2024-08-05 21:28:24,86,Organic Search,Tablet,Edge,iOS
248001,248,497,58.0,Property View,2024-08-05 21:29:50,253,Organic Search,Tablet,Edge,iOS
248002,248,497,11.0,Property View,2024-08-05 21:32:37,619,Organic Search,Tablet,Edge,iOS
248003,248,497,45.0,Click,2024-08-05 21:38:43,887,Organic Search,Tablet,Edge,iOS
248004,248,497,,Page View,2024-08-05 21:43:11,1341,Organic Search,Tablet,Edge,iOS
249000,249,145,28.0,Inquiry Submission,2024-08-13 14:38:24,48,Social Media,Tablet,Firefox,iOS
250000,250,189,56.0,Property View,2024-07-28 09:09:55,33,Direct,Desktop,Firefox,iOS
250001,250,189,87.0,Property View,2024-07-28 09:10:28,83,Direct,Desktop,Firefox,iOS
250002,250,189,,Page View,2024-07-28 09:11:18,423,Direct,Desktop,Firefox,iOS
251000,251,57,,Page View,2024-07-24 10:05:39,393,Referral,Desktop,Edge,Windows
251001,251,57,,Page View,2024-07-24 10:12:12,944,Referral,Desktop,Edge,Windows
251002,251,57,2.0,Property View,2024-07-24 10:21:23,1038,Referral,Desktop,Edge,Windows
252000,252,153,,Page View,2024-08-09 03:37:18,205,Email Campaign,Mobile,Chrome,Windows
252001,252,153,13.0,Inquiry Submission,2024-08-09 03:40:43,771,Email Campaign,Mobile,Chrome,Windows
252002,252,153,33.0,Property View,2024-08-09 03:50:09,1185,Email Campaign,Mobile,Chrome,Windows
252003,252,153,86.0,Click,2024-08-09 03:57:03,1331,Email Campaign,Mobile,Chrome,Windows
253000,253,80,,Page View,2024-08-12 05:12:49,338,Social Media,Desktop,Firefox,Android
253001,253,80,72.0,Inquiry Submission,2024-08-12 05:18:27,448,Social Media,Desktop,Firefox,Android
254000,254,438,62.0,Click,2024-08-17 14:12:37,180,Referral,Tablet,Safari,iOS
255000,255,120,71.0,Inquiry Submission,2024-07-29 23:32:42,167,Email Campaign,Tablet,Chrome,macOS
255001,255,120,31.0,Property View,2024-07-29 23:35:29,693,Email Campaign,Tablet,Chrome,macOS
255002,255,120,,Page View,2024-07-29 23:44:15,1222,Email Campaign,Tablet,Chrome,macOS
255003,255,120,61.0,Property View,2024-07-29 23:53:04,1734,Email Campaign,Tablet,Chrome,macOS
255004,255,120,5.0,Property View,2024-07-30 00:01:36,2241,Email Campaign,Tablet,Chrome,macOS
255005,255,120,94.0,Inquiry Submission,2024-07-30 00:10:03,2335,Email Campaign,Tablet,Chrome,macOS
255006,255,120,89.0,Click,2024-07-30 00:11:37,2789,Email Campaign,Tablet,Chrome,macOS
255007,255,120,9.0,Property View,2024-07-30 00:19:11,3105,Email Campaign,Tablet,Chrome,macOS
256000,256,426,33.0,Property View,2024-08-06 19:53:51,202,Organic Search,Mobile,Edge,macOS
256001,256,426,77.0,Property View,2024-08-06 19:57:13,746,Organic Search,Mobile,Edge,macOS
256002,256,426,45.0,Inquiry Submission,2024-08-06 20:06:17,1123,Organic Search,Mobile,Edge,macOS
257000,257,282,56.0,Property View,2024-07-30 20:40:07,95,Organic Search,Desktop,Edge,iOS
257001,257,282,10.0,Click,2024-07-30 20:41:42,406,Organic Search,Desktop,Edge,iOS
257002,257,282,63.0,Click,2024-07-30 20:46:53,493,Organic Search,Desktop,Edge,iOS
258000,258,401,81.0,Click,2024-08-14 12:29:30,227,Organic Search,Tablet,Chrome,iOS
258001,258,401,35.0,Property View,2024-08-14 12:33:17,787,Organic Search,Tablet,Chrome,iOS
258002,258,401,74.0,Property View,2024-08-14 12:42:37,1278,Organic Search,Tablet,Chrome,iOS
258003,258,401,,Page View,2024-08-14 12:50:48,1604,Organic Search,Tablet,Chrome,iOS
258004,258,401,,Page View,2024-08-14 12:56:14,1844,Organic Search,Tablet,Chrome,iOS
259000,259,62,,Page View,2024-07-24 19:44:55,321,Email Campaign,Tablet,Chrome,macOS
259001,259,62,,Page View,2024-07-24 19:50:16,426,Email Campaign,Tablet,Chrome,macOS
259002,259,62,36.0,Property View,2024-07-24 19:52:01,598,Email Campaign,Tablet,Chrome,macOS
259003,259,62,29.0,Click,2024-07-24 19:54:53,1068,Email Campaign,Tablet,Chrome,macOS
260000,260,180,27.0,Inquiry Submission,2024-08-05 17:58:48,530,Referral,Mobile,Chrome,Android
260001,260,180,46.0,Click,2024-08-05 18:07:38,1094,Referral,Mobile,Chrome,Android
261000,261,266,66.0,Property View,2024-07-29 17:49:37,39,Referral,Desktop,Edge,macOS
261001,261,266,83.0,Property View,2024-07-29 17:50:16,585,Referral,Desktop,Edge,macOS
262000,262,249,66.0,Click,2024-07-30 22:47:40,494,Email Campaign,Desktop,Safari,macOS
262001,262,249,,Page View,2024-07-30 22:55:54,810,Email Campaign,Desktop,Safari,macOS
262002,262,249,,Page View,2024-07-30 23:01:10,1381,Email Campaign,Desktop,Safari,macOS
262003,262,249,91.0,Property View,2024-07-30 23:10:41,1852,Email Campaign,Desktop,Safari,macOS
262004,262,249,64.0,Click,2024-07-30 23:18:32,2171,Email Campaign,Desktop,Safari,macOS
262005,262,249,64.0,Inquiry Submission,2024-07-30 23:23:51,2317,Email Campaign,Desktop,Safari,macOS
262006,262,249,,Page View,2024-07-30 23:26:17,2587,Email Campaign,Desktop,Safari,macOS
262007,262,249,,Page View,2024-07-30 23:30:47,2689,Email Campaign,Desktop,Safari,macOS
263000,263,145,25.0,Inquiry Submission,2024-08-08 20:43:50,376,Email Campaign,Desktop,Chrome,iOS
263001,263,145,97.0,Click,2024-08-08 20:50:06,498,Email Campaign,Desktop,Chrome,iOS
263002,263,145,87.0,Property View,2024-08-08 20:52:08,972,Email Campaign,Desktop,Chrome,iOS
263003,263,145,60.0,Click,2024-08-08 21:00:02,1151,Email Campaign,Desktop,Chrome,iOS
263004,263,145,51.0,Inquiry Submission,2024-08-08 21:03:01,1533,Email Campaign,Desktop,Chrome,iOS
263005,263,145,55.0,Click,2024-08-08 21:09:23,2005,Email Campaign,Desktop,Chrome,iOS
264000,264,306,35.0,Property View,2024-08-07 18:09:15,600,Email Campaign,Mobile,Safari,macOS
264001,264,306,72.0,Click,2024-08-07 18:19:15,903,Email Campaign,Mobile,Safari,macOS
264002,264,306,,Page View,2024-08-07 18:24:18,1046,Email Campaign,Mobile,Safari,macOS
264003,264,306,,Page View,2024-08-07 18:26:41,1381,Email Campaign,Mobile,Safari,macOS
265000,265,434,69.0,Inquiry Submission,2024-08-17 13:00:01,71,Referral,Mobile,Chrome,macOS
266000,266,396,10.0,Property View,2024-08-02 13:28:10,384,Direct,Tablet,Edge,iOS
266001,266,396,16.0,Property View,2024-08-02 13:34:34,474,Direct,Tablet,Edge,iOS
266002,266,396,,Page View,2024-08-02 13:36:04,823,Direct,Tablet,Edge,iOS
266003,266,396,,Page View,2024-08-02 13:41:53,878,Direct,Tablet,Edge,iOS
266004,266,396,54.0,Inquiry Submission,2024-08-02 13:42:48,1401,Direct,Tablet,Edge,iOS
266005,266,396,76.0,Inquiry Submission,2024-08-02 13:51:31,1990,Direct,Tablet,Edge,iOS
266006,266,396,67.0,Inquiry Submission,2024-08-02 14:01:20,2507,Direct,Tablet,Edge,iOS
267000,267,250,,Page View,2024-07-23 14:29:40,68,Organic Search,Tablet,Firefox,macOS
267001,267,250,83.0,Inquiry Submission,2024-07-23 14:30:48,357,Organic Search,Tablet,Firefox,macOS
267002,267,250,56.0,Property View,2024-07-23 14:35:37,637,Organic Search,Tablet,Firefox,macOS
267003,267,250,50.0,Property View,2024-07-23 14:40:17,1110,Organic Search,Tablet,Firefox,macOS
267004,267,250,,Page View,2024-07-23 14:48:10,1234,Organic Search,Tablet,Firefox,macOS
267005,267,250,10.0,Property View,2024-07-23 14:50:14,1689,Organic Search,Tablet,Firefox,macOS
267006,267,250,7.0,Inquiry Submission,2024-07-23 14:57:49,2031,Organic Search,Tablet,Firefox,macOS
268000,268,363,,Page View,2024-08-01 01:07:49,66,Organic Search,Desktop,Firefox,macOS
268001,268,363,9.0,Click,2024-08-01 01:08:55,632,Organic Search,Desktop,Firefox,macOS
268002,268,363,75.0,Property View,2024-08-01 01:18:21,722,Organic Search,Desktop,Firefox,macOS
268003,268,363,74.0,Property View,2024-08-01 01:19:51,1234,Organic Search,Desktop,Firefox,macOS
269000,269,113,17.0,Inquiry Submission,2024-08-16 10:23:04,406,Email Campaign,Mobile,Edge,Windows
269001,269,113,,Page View,2024-08-16 10:29:50,787,Email Campaign,Mobile,Edge,Windows
269002,269,113,8.0,Click,2024-08-16 10:36:11,1365,Email Campaign,Mobile,Edge,Windows
269003,269,113,40.0,Click,2024-08-16 10:45:49,1555,Email Campaign,Mobile,Edge,Windows
269004,269,113,47.0,Property View,2024-08-16 10:48:59,2133,Email Campaign,Mobile,Edge,Windows
270000,270,275,45.0,Property View,2024-07-23 04:25:27,453,Referral,Tablet,Safari,Windows
270001,270,275,50.0,Property View,2024-07-23 04:33:00,533,Referral,Tablet,Safari,Windows
270002,270,275,39.0,Property View,2024-07-23 04:34:20,811,Referral,Tablet,Safari,Windows
270003,270,275,94.0,Inquiry Submission,2024-07-23 04:38:58,874,Referral,Tablet,Safari,Windows
270004,270,275,21.0,Click,2024-07-23 04:40:01,1407,Referral,Tablet,Safari,Windows
271000,271,308,48.0,Click,2024-08-01 18:18:34,442,Social Media,Desktop,Safari,iOS
271001,271,308,87.0,Click,2024-08-01 18:25:56,900,Social Media,Desktop,Safari,iOS
271002,271,308,35.0,Inquiry Submission,2024-08-01 18:33:34,1213,Social Media,Desktop,Safari,iOS
271003,271,308,3.0,Property View,2024-08-01 18:38:47,1552,Social Media,Desktop,Safari,iOS
271004,271,308,35.0,Click,2024-08-01 18:44:26,2012,Social Media,Desktop,Safari,iOS
271005,271,308,30.0,Click,2024-08-01 18:52:06,2072,Social Media,Desktop,Safari,iOS
271006,271,308,39.0,Inquiry Submission,2024-08-01 18:53:06,2360,Social Media,Desktop,Safari,iOS
271007,271,308,72.0,Inquiry Submission,2024-08-01 18:57:54,2674,Social Media,Desktop,Safari,iOS
272000,272,68,26.0,Inquiry Submission,2024-07-27 18:45:49,344,Referral,Tablet,Safari,Android
272001,272,68,73.0,Property View,2024-07-27 18:51:33,673,Referral,Tablet,Safari,Android
272002,272,68,72.0,Inquiry Submission,2024-07-27 18:57:02,813,Referral,Tablet,Safari,Android
272003,272,68,48.0,Property View,2024-07-27 18:59:22,1380,Referral,Tablet,Safari,Android
272004,272,68,53.0,Click,2024-07-27 19:08:49,1833,Referral,Tablet,Safari,Android
272005,272,68,97.0,Click,2024-07-27 19:16:22,2212,Referral,Tablet,Safari,Android
272006,272,68,14.0,Property View,2024-07-27 19:22:41,2551,Referral,Tablet,Safari,Android
272007,272,68,4.0,Click,2024-07-27 19:28:20,2652,Referral,Tablet,Safari,Android
272008,272,68,,Page View,2024-07-27 19:30:01,2789,Referral,Tablet,Safari,Android
272009,272,68,23.0,Click,2024-07-27 19:32:18,3045,Referral,Tablet,Safari,Android
273000,273,427,60.0,Property View,2024-08-04 07:19:37,524,Direct,Mobile,Chrome,Windows
273001,273,427,,Page View,2024-08-04 07:28:21,873,Direct,Mobile,Chrome,Windows
273002,273,427,98.0,Inquiry Submission,2024-08-04 07:34:10,988,Direct,Mobile,Chrome,Windows
273003,273,427,72.0,Inquiry Submission,2024-08-04 07:36:05,1406,Direct,Mobile,Chrome,Windows
273004,273,427,82.0,Property View,2024-08-04 07:43:03,1504,Direct,Mobile,Chrome,Windows
273005,273,427,64.0,Inquiry Submission,2024-08-04 07:44:41,1646,Direct,Mobile,Chrome,Windows
273006,273,427,,Page View,2024-08-04 07:47:03,1998,Direct,Mobile,Chrome,Windows
273007,273,427,79.0,Click,2024-08-04 07:52:55,2159,Direct,Mobile,Chrome,Windows
273008,273,427,,Page View,2024-08-04 07:55:36,2718,Direct,Mobile,Chrome,Windows
273009,273,427,85.0,Property View,2024-08-04 08:04:55,2935,Direct,Mobile,Chrome,Windows
274000,274,205,16.0,Inquiry Submission,2024-08-06 13:41:51,447,Organic Search,Desktop,Firefox,macOS
274001,274,205,47.0,Inquiry Submission,2024-08-06 13:49:18,687,Organic Search,Desktop,Firefox,macOS
274002,274,205,,Page View,2024-08-06 13:53:18,718,Organic Search,Desktop,Firefox,macOS
274003,274,205,21.0,Inquiry Submission,2024-08-06 13:53:49,1317,Organic Search,Desktop,Firefox,macOS
275000,275,456,38.0,Property View,2024-08-10 23:35:53,362,Direct,Mobile,Edge,Android
275001,275,456,,Page View,2024-08-10 23:41:55,480,Direct,Mobile,Edge,Android
275002,275,456,31.0,Click,2024-08-10 23:43:53,1069,Direct,Mobile,Edge,Android
276000,276,391,60.0,Click,2024-07-24 17:38:08,227,Referral,Desktop,Chrome,macOS
276001,276,391,32.0,Inquiry Submission,2024-07-24 17:41:55,721,Referral,Desktop,Chrome,macOS
276002,276,391,,Page View,2024-07-24 17:50:09,1273,Referral,Desktop,Chrome,macOS
276003,276,391,66.0,Inquiry Submission,2024-07-24 17:59:21,1698,Referral,Desktop,Chrome,macOS
276004,276,391,35.0,Inquiry Submission,2024-07-24 18:06:26,2158,Referral,Desktop,Chrome,macOS
277000,277,288,,Page View,2024-08-07 08:06:17,102,Social Media,Desktop,Safari,Windows
277001,277,288,53.0,Inquiry Submission,2024-08-07 08:07:59,545,Social Media,Desktop,Safari,Windows
277002,277,288,86.0,Inquiry Submission,2024-08-07 08:15:22,743,Social Media,Desktop,Safari,Windows
277003,277,288,90.0,Property View,2024-08-07 08:18:40,1144,Social Media,Desktop,Safari,Windows
277004,277,288,91.0,Property View,2024-08-07 08:25:21,1717,Social Media,Desktop,Safari,Windows
277005,277,288,,Page View,2024-08-07 08:34:54,1830,Social Media,Desktop,Safari,Windows
277006,277,288,16.0,Click,2024-08-07 08:36:47,1862,Social Media,Desktop,Safari,Windows
277007,277,288,,Page View,2024-08-07 08:37:19,2283,Social Media,Desktop,Safari,Windows
278000,278,88,,Page View,2024-07-26 09:00:51,118,Direct,Tablet,Firefox,macOS
278001,278,88,,Page View,2024-07-26 09:02:49,175,Direct,Tablet,Firefox,macOS
278002,278,88,20.0,Inquiry Submission,2024-07-26 09:03:46,494,Direct,Tablet,Firefox,macOS
278003,278,88,,Page View,2024-07-26 09:09:05,879,Direct,Tablet,Firefox,macOS
278004,278,88,82.0,Inquiry Submission,2024-07-26 09:15:30,1113,Direct,Tablet,Firefox,macOS
279000,279,307,46.0,Property View,2024-08-18 02:15:48,124,Direct,Desktop,Firefox,Android
279001,279,307,,Page View,2024-08-18 02:17:52,269,Direct,Desktop,Firefox,Android
279002,279,307,51.0,Click,2024-08-18 02:20:17,855,Direct,Desktop,Firefox,Android
279003,279,307,83.0,Property View,2024-08-18 02:30:03,1124,Direct,Desktop,Firefox,Android
279004,279,307,19.0,Click,2024-08-18 02:34:32,1309,Direct,Desktop,Firefox,Android
279005,279,307,80.0,Inquiry Submission,2024-08-18 02:37:37,1582,Direct,Desktop,Firefox,Android
280000,280,457,76.0,Inquiry Submission,2024-07-24 16:35:24,575,Direct,Desktop,Safari,macOS
280001,280,457,8.0,Inquiry Submission,2024-07-24 16:44:59,949,Direct,Desktop,Safari,macOS
280002,280,457,47.0,Property View,2024-07-24 16:51:13,1187,Direct,Desktop,Safari,macOS
280003,280,457,37.0,Click,2024-07-24 16:55:11,1623,Direct,Desktop,Safari,macOS
281000,281,109,18.0,Click,2024-07-31 08:40:33,539,Referral,Desktop,Safari,macOS
281001,281,109,,Page View,2024-07-31 08:49:32,663,Referral,Desktop,Safari,macOS
281002,281,109,,Page View,2024-07-31 08:51:36,1078,Referral,Desktop,Safari,macOS
281003,281,109,,Page View,2024-07-31 08:58:31,1473,Referral,Desktop,Safari,macOS
281004,281,109,,Page View,2024-07-31 09:05:06,1962,Referral,Desktop,Safari,macOS
281005,281,109,56.0,Inquiry Submission,2024-07-31 09:13:15,2451,Referral,Desktop,Safari,macOS
281006,281,109,57.0,Click,2024-07-31 09:21:24,2702,Referral,Desktop,Safari,macOS
281007,281,109,,Page View,2024-07-31 09:25:35,2877,Referral,Desktop,Safari,macOS
281008,281,109,,Page View,2024-07-31 09:28:30,2976,Referral,Desktop,Safari,macOS
282000,282,334,12.0,Inquiry Submission,2024-08-20 22:39:21,499,Referral,Mobile,Chrome,Android
282001,282,334,,Page View,2024-08-20 22:47:40,912,Referral,Mobile,Chrome,Android
282002,282,334,97.0,Click,2024-08-20 22:54:33,1111,Referral,Mobile,Chrome,Android
282003,282,334,,Page View,2024-08-20 22:57:52,1296,Referral,Mobile,Chrome,Android
282004,282,334,92.0,Inquiry Submission,2024-08-20 23:00:57,1344,Referral,Mobile,Chrome,Android
282005,282,334,77.0,Inquiry Submission,2024-08-20 23:01:45,1936,Referral,Mobile,Chrome,Android
283000,283,326,80.0,Click,2024-07-22 23:04:01,134,Organic Search,Tablet,Safari,macOS
283001,283,326,73.0,Click,2024-07-22 23:06:15,655,Organic Search,Tablet,Safari,macOS
283002,283,326,,Page View,2024-07-22 23:14:56,1053,Organic Search,Tablet,Safari,macOS
283003,283,326,62.0,Property View,2024-07-22 23:21:34,1578,Organic Search,Tablet,Safari,macOS
284000,284,317,18.0,Click,2024-08-05 03:36:32,214,Email Campaign,Tablet,Edge,Windows
284001,284,317,,Page View,2024-08-05 03:40:06,751,Email Campaign,Tablet,Edge,Windows
284002,284,317,15.0,Inquiry Submission,2024-08-05 03:49:03,895,Email Campaign,Tablet,Edge,Windows
284003,284,317,79.0,Inquiry Submission,2024-08-05 03:51:27,1489,Email Campaign,Tablet,Edge,Windows
284004,284,317,5.0,Click,2024-08-05 04:01:21,2015,Email Campaign,Tablet,Edge,Windows
284005,284,317,,Page View,2024-08-05 04:10:07,2413,Email Campaign,Tablet,Edge,Windows
285000,285,328,5.0,Inquiry Submission,2024-08-17 16:18:16,298,Email Campaign,Mobile,Edge,macOS
285001,285,328,63.0,Inquiry Submission,2024-08-17 16:23:14,814,Email Campaign,Mobile,Edge,macOS
285002,285,328,,Page View,2024-08-17 16:31:50,1367,Email Campaign,Mobile,Edge,macOS
286000,286,162,4.0,Click,2024-08-13 18:43:06,309,Email Campaign,Mobile,Firefox,macOS
286001,286,162,25.0,Property View,2024-08-13 18:48:15,685,Email Campaign,Mobile,Firefox,macOS
287000,287,455,67.0,Inquiry Submission,2024-08-07 08:42:40,335,Email Campaign,Desktop,Firefox,Windows
287001,287,455,85.0,Click,2024-08-07 08:48:15,425,Email Campaign,Desktop,Firefox,Windows
287002,287,455,63.0,Property View,2024-08-07 08:49:45,544,Email Campaign,Desktop,Firefox,Windows
287003,287,455,,Page View,2024-08-07 08:51:44,909,Email Campaign,Desktop,Firefox,Windows
287004,287,455,56.0,Inquiry Submission,2024-08-07 08:57:49,993,Email Campaign,Desktop,Firefox,Windows
288000,288,103,9.0,Inquiry Submission,2024-08-05 17:40:04,254,Direct,Tablet,Safari,Android
288001,288,103,,Page View,2024-08-05 17:44:18,593,Direct,Tablet,Safari,Android
288002,288,103,70.0,Inquiry Submission,2024-08-05 17:49:57,1151,Direct,Tablet,Safari,Android
288003,288,103,58.0,Click,2024-08-05 17:59:15,1477,Direct,Tablet,Safari,Android
288004,288,103,20.0,Click,2024-08-05 18:04:41,1799,Direct,Tablet,Safari,Android
288005,288,103,95.0,Click,2024-08-05 18:10:03,1982,Direct,Tablet,Safari,Android
288006,288,103,,Page View,2024-08-05 18:13:06,2107,Direct,Tablet,Safari,Android
289000,289,488,96.0,Property View,2024-08-21 02:41:13,314,Referral,Tablet,Safari,macOS
289001,289,488,73.0,Inquiry Submission,2024-08-21 02:46:27,455,Referral,Tablet,Safari,macOS
289002,289,488,70.0,Property View,2024-08-21 02:48:48,1010,Referral,Tablet,Safari,macOS
289003,289,488,,Page View,2024-08-21 02:58:03,1464,Referral,Tablet,Safari,macOS
289004,289,488,100.0,Inquiry Submission,2024-08-21 03:05:37,1636,Referral,Tablet,Safari,macOS
290000,290,442,29.0,Click,2024-08-14 08:40:26,295,Direct,Desktop,Chrome,Windows
290001,290,442,,Page View,2024-08-14 08:45:21,465,Direct,Desktop,Chrome,Windows
290002,290,442,68.0,Click,2024-08-14 08:48:11,625,Direct,Desktop,Chrome,Windows
290003,290,442,35.0,Property View,2024-08-14 08:50:51,897,Direct,Desktop,Chrome,Windows
290004,290,442,,Page View,2024-08-14 08:55:23,1315,Direct,Desktop,Chrome,Windows
290005,290,442,58.0,Inquiry Submission,2024-08-14 09:02:21,1888,Direct,Desktop,Chrome,Windows
291000,291,497,66.0,Click,2024-08-12 20:58:07,377,Email Campaign,Mobile,Firefox,Android
291001,291,497,72.0,Property View,2024-08-12 21:04:24,515,Email Campaign,Mobile,Firefox,Android
291002,291,497,99.0,Property View,2024-08-12 21:06:42,1109,Email Campaign,Mobile,Firefox,Android
291003,291,497,,Page View,2024-08-12 21:16:36,1451,Email Campaign,Mobile,Firefox,Android
292000,292,353,26.0,Property View,2024-07-22 12:46:05,329,Direct,Tablet,Firefox,Windows
292001,292,353,69.0,Click,2024-07-22 12:51:34,521,Direct,Tablet,Firefox,Windows
292002,292,353,28.0,Inquiry Submission,2024-07-22 12:54:46,1019,Direct,Tablet,Firefox,Windows
293000,293,216,95.0,Inquiry Submission,2024-08-21 09:35:55,237,Direct,Mobile,Chrome,iOS
293001,293,216,96.0,Property View,2024-08-21 09:39:52,324,Direct,Mobile,Chrome,iOS
293002,293,216,,Page View,2024-08-21 09:41:19,503,Direct,Mobile,Chrome,iOS
294000,294,227,67.0,Click,2024-08-10 11:24:33,72,Organic Search,Mobile,Firefox,Windows
295000,295,134,26.0,Click,2024-08-21 09:07:20,332,Organic Search,Tablet,Chrome,Windows
295001,295,134,6.0,Inquiry Submission,2024-08-21 09:12:52,503,Organic Search,Tablet,Chrome,Windows
295002,295,134,67.0,Click,2024-08-21 09:15:43,613,Organic Search,Tablet,Chrome,Windows
295003,295,134,91.0,Click,2024-08-21 09:17:33,785,Organic Search,Tablet,Chrome,Windows
295004,295,134,92.0,Inquiry Submission,2024-08-21 09:20:25,1145,Organic Search,Tablet,Chrome,Windows
296000,296,93,94.0,Click,2024-08-09 01:42:38,463,Referral,Desktop,Firefox,iOS
296001,296,93,,Page View,2024-08-09 01:50:21,834,Referral,Desktop,Firefox,iOS
296002,296,93,93.0,Property View,2024-08-09 01:56:32,955,Referral,Desktop,Firefox,iOS
296003,296,93,68.0,Inquiry Submission,2024-08-09 01:58:33,1383,Referral,Desktop,Firefox,iOS
296004,296,93,42.0,Click,2024-08-09 02:05:41,1609,Referral,Desktop,Firefox,iOS
296005,296,93,31.0,Property View,2024-08-09 02:09:27,1834,Referral,Desktop,Firefox,iOS
